0  0  2
0  1  2
1  0  1
1  0  2
2  0  1
2  1  2
3  0  1
3  0  2
3  1  2
4  0  1
4  1  2
4  2  1
5  0  1
5  0  2
5  1  2
5  2  1
6  0  1
6  0  2
6  1  0
7  0  1
7  0  2
7  1  0
7  1  2
8  0  1
8  0  2
8  1  0
8  2  1
9  0  1
9  0  2
9  1  0
9  1  2
9  2  1
10  0  1
10  0  2
10  1  0
10  2  0
11  0  1
11  1  2
11  2  0
12  0  1
12  0  2
12  1  0
12  1  2
12  2  0
12  2  1
